health_record_id,pet_id,checkup_date,health_status,vaccination_status
5244,1274,2022-07-27,Needs Care,Up to Date
5245,638,2022-07-28,Healthy,Up to Date
5246,926,2022-07-28,Healthy,Up to Date
5247,1528,2022-07-28,Healthy,Up to Date
5248,1882,2022-07-28,Healthy,Up to Date
5249,1913,2022-07-28,Healthy,Up to Date
5250,142,2022-07-29,Needs Care,Up to Date
5251,657,2022-07-29,Healthy,Up to Date
5252,1018,2022-07-29,Healthy,Up to Date
5253,1016,2022-07-30,Healthy,Up to Date
5254,1602,2022-07-30,Healthy,Up to Date
5255,1937,2022-07-30,Healthy,Up to Date
5256,860,2022-07-31,Under Observation,Up to Date
5257,1226,2022-07-31,Healthy,Up to Date
5258,61,2022-08-01,Needs Care,Up to Date
5259,104,2022-08-01,Healthy,Up to Date
5260,109,2022-08-01,Healthy,Up to Date
5261,125,2022-08-01,Healthy,Up to Date
5262,152,2022-08-01,Healthy,Needs Update
5263,222,2022-08-01,Healthy,Needs Update
5264,248,2022-08-01,Healthy,Needs Update
5265,251,2022-08-01,Healthy,Up to Date
5266,252,2022-08-01,Healthy,Up to Date
5267,256,2022-08-01,Healthy,Up to Date
5268,267,2022-08-01,Healthy,Up to Date
5269,268,2022-08-01,Healthy,Up to Date
5270,273,2022-08-01,Needs Care,Up to Date
5271,279,2022-08-01,Healthy,Up to Date
5272,292,2022-08-01,Healthy,Up to Date
5273,309,2022-08-01,Healthy,Up to Date
5274,323,2022-08-01,Under Observation,Up to Date
5275,336,2022-08-01,Healthy,Up to Date
5276,383,2022-08-01,Healthy,Up to Date
5277,395,2022-08-01,Needs Care,Up to Date
5278,455,2022-08-01,Healthy,Up to Date
5279,495,2022-08-01,Healthy,Up to Date
5280,498,2022-08-01,Healthy,Up to Date
5281,593,2022-08-01,Healthy,Needs Update
5282,605,2022-08-01,Needs Care,Up to Date
5283,610,2022-08-01,Needs Care,Up to Date
5284,646,2022-08-01,Healthy,Up to Date
5285,651,2022-08-01,Needs Care,Needs Update
5286,694,2022-08-01,Needs Care,Up to Date
5287,713,2022-08-01,Needs Care,Up to Date
5288,723,2022-08-01,Needs Care,Up to Date
5289,736,2022-08-01,Healthy,Up to Date
5290,752,2022-08-01,Healthy,Up to Date
5291,754,2022-08-01,Healthy,Up to Date
5292,792,2022-08-01,Special Attention,Needs Update
5293,797,2022-08-01,Healthy,Needs Update
5294,825,2022-08-01,Healthy,Up to Date
5295,887,2022-08-01,Healthy,Up to Date
5296,1011,2022-08-01,Healthy,Up to Date
5297,1058,2022-08-01,Healthy,Up to Date
5298,1063,2022-08-01,Healthy,Up to Date
5299,1090,2022-08-01,Needs Care,Up to Date
5300,1146,2022-08-01,Healthy,Up to Date
5301,1168,2022-08-01,Healthy,Up to Date
5302,1242,2022-08-01,Needs Care,Up to Date
5303,1323,2022-08-01,Needs Care,Up to Date
5304,1346,2022-08-01,Needs Care,Up to Date
5305,1429,2022-08-01,Healthy,Up to Date
5306,1469,2022-08-01,Healthy,Up to Date
5307,1481,2022-08-01,Healthy,Up to Date
5308,1561,2022-08-01,Healthy,Up to Date
5309,1565,2022-08-01,Healthy,Up to Date
5310,1576,2022-08-01,Special Attention,Up to Date
5311,1659,2022-08-01,Healthy,Up to Date
5312,1685,2022-08-01,Healthy,Up to Date
5313,1695,2022-08-01,Healthy,Up to Date
5314,1697,2022-08-01,Healthy,Up to Date
5315,1752,2022-08-01,Healthy,Up to Date
5316,1790,2022-08-01,Healthy,Up to Date
5317,1802,2022-08-01,Needs Care,Up to Date
5318,1809,2022-08-01,Needs Care,Up to Date
5319,1824,2022-08-01,Needs Care,Up to Date
5320,1853,2022-08-01,Needs Care,Up to Date
5321,1959,2022-08-01,Healthy,Up to Date
5322,1971,2022-08-01,Needs Care,Up to Date
5323,1979,2022-08-01,Special Attention,Up to Date
5324,1984,2022-08-01,Healthy,Up to Date
5325,659,2022-08-02,Needs Care,Up to Date
5326,682,2022-08-02,Needs Care,Up to Date
5327,1063,2022-08-02,Healthy,Up to Date
5328,1169,2022-08-02,Healthy,Up to Date
5329,1411,2022-08-02,Needs Care,Up to Date
5330,1542,2022-08-02,Healthy,Up to Date
5331,911,2022-08-03,Healthy,Up to Date
5332,281,2022-08-04,Healthy,Up to Date
5333,647,2022-08-04,Healthy,Up to Date
5334,768,2022-08-04,Needs Care,Up to Date
5335,1121,2022-08-04,Healthy,Up to Date
5336,1614,2022-08-04,Needs Care,Up to Date
5337,1637,2022-08-04,Needs Care,Up to Date
5338,1800,2022-08-04,Healthy,Up to Date
5339,591,2022-08-05,Healthy,Up to Date
5340,816,2022-08-05,Healthy,Up to Date
5341,967,2022-08-05,Needs Care,Up to Date
5342,1211,2022-08-06,Needs Care,Up to Date
5343,1313,2022-08-06,Healthy,Up to Date
5344,163,2022-08-07,Healthy,Up to Date
5345,1210,2022-08-07,Healthy,Up to Date
5346,831,2022-08-08,Healthy,Up to Date
5347,1263,2022-08-08,Healthy,Up to Date
5348,1323,2022-08-08,Healthy,Up to Date
5349,1755,2022-08-08,Healthy,Up to Date
5350,1822,2022-08-08,Needs Care,Up to Date
5351,174,2022-08-09,Needs Care,Up to Date
5352,360,2022-08-09,Healthy,Up to Date
5353,436,2022-08-09,Healthy,Up to Date
5354,450,2022-08-09,Healthy,Up to Date
5355,776,2022-08-09,Healthy,Up to Date
5356,1259,2022-08-09,Needs Care,Up to Date
5357,1952,2022-08-09,Special Attention,Up to Date
5358,466,2022-08-10,Needs Care,Up to Date
5359,720,2022-08-10,Needs Care,Up to Date
5360,1246,2022-08-10,Healthy,Needs Update
5361,1705,2022-08-11,Healthy,Up to Date
5362,1808,2022-08-11,Healthy,Up to Date
5363,1834,2022-08-11,Healthy,Up to Date
5364,815,2022-08-12,Healthy,Up to Date
5365,1091,2022-08-12,Needs Care,Up to Date
5366,1928,2022-08-12,Under Observation,Up to Date
5367,536,2022-08-13,Healthy,Up to Date
5368,1074,2022-08-13,Healthy,Up to Date
5369,1172,2022-08-13,Needs Care,Up to Date
5370,45,2022-08-14,Healthy,Needs Update
5371,277,2022-08-14,Needs Care,Up to Date
5372,343,2022-08-14,Under Observation,Up to Date
5373,564,2022-08-14,Needs Care,Up to Date
5374,932,2022-08-14,Healthy,Needs Update
5375,1893,2022-08-14,Needs Care,Up to Date
5376,777,2022-08-15,Healthy,Up to Date
5377,1080,2022-08-15,Needs Care,Up to Date
5378,1972,2022-08-15,Needs Care,Up to Date
5379,624,2022-08-16,Needs Care,Up to Date
5380,1166,2022-08-16,Needs Care,Up to Date
5381,1243,2022-08-16,Healthy,Up to Date
5382,170,2022-08-17,Needs Care,Up to Date
5383,581,2022-08-17,Healthy,Needs Update
5384,1043,2022-08-17,Healthy,Up to Date
5385,1536,2022-08-17,Needs Care,Up to Date
5386,1012,2022-08-18,Needs Care,Up to Date
5387,1217,2022-08-18,Healthy,Up to Date
5388,513,2022-08-19,Needs Care,Up to Date
5389,515,2022-08-19,Healthy,Up to Date
5390,780,2022-08-19,Needs Care,Up to Date
5391,973,2022-08-19,Healthy,Needs Update
5392,1192,2022-08-19,Needs Care,Up to Date
5393,1634,2022-08-19,Needs Care,Up to Date
5394,216,2022-08-20,Healthy,Up to Date
5395,756,2022-08-20,Healthy,Up to Date
5396,839,2022-08-20,Healthy,Up to Date
5397,1367,2022-08-20,Needs Care,Up to Date
5398,1447,2022-08-20,Healthy,Up to Date
5399,365,2022-08-21,Healthy,Up to Date
5400,116,2022-08-22,Healthy,Up to Date
5401,496,2022-08-22,Healthy,Up to Date
5402,786,2022-08-22,Healthy,Up to Date
5403,1054,2022-08-22,Healthy,Up to Date
5404,1887,2022-08-22,Healthy,Up to Date
5405,279,2022-08-23,Healthy,Up to Date
5406,857,2022-08-23,Needs Care,Up to Date
5407,1237,2022-08-23,Healthy,Up to Date
5408,1480,2022-08-24,Needs Care,Up to Date
5409,1583,2022-08-24,Needs Care,Up to Date
5410,1730,2022-08-24,Special Attention,Up to Date
5411,1802,2022-08-24,Healthy,Up to Date
5412,188,2022-08-25,Healthy,Up to Date
5413,497,2022-08-25,Under Observation,Up to Date
5414,920,2022-08-25,Healthy,Up to Date
5415,1828,2022-08-25,Healthy,Up to Date
5416,55,2022-08-26,Needs Care,Up to Date
5417,1467,2022-08-27,Healthy,Up to Date
5418,1668,2022-08-27,Healthy,Up to Date
5419,205,2022-08-28,Healthy,Up to Date
5420,247,2022-08-28,Healthy,Up to Date
5421,421,2022-08-28,Special Attention,Up to Date
5422,487,2022-08-28,Healthy,Up to Date
5423,675,2022-08-28,Healthy,Up to Date
5424,1108,2022-08-28,Healthy,Up to Date
5425,1111,2022-08-28,Needs Care,Up to Date
5426,1214,2022-08-28,Healthy,Up to Date
5427,1372,2022-08-28,Healthy,Up to Date
5428,1523,2022-08-28,Needs Care,Up to Date
5429,1681,2022-08-28,Healthy,Needs Update
5430,1132,2022-08-29,Healthy,Up to Date
5431,1462,2022-08-29,Healthy,Up to Date
5432,980,2022-08-30,Healthy,Up to Date
5433,312,2022-08-31,Healthy,Up to Date
5434,1599,2022-08-31,Healthy,Up to Date
5435,1803,2022-08-31,Needs Care,Up to Date
5436,38,2022-09-01,Needs Care,Up to Date
5437,75,2022-09-01,Needs Care,Up to Date
5438,120,2022-09-01,Needs Care,Up to Date
5439,147,2022-09-01,Needs Care,Up to Date
5440,180,2022-09-01,Healthy,Needs Update
5441,204,2022-09-01,Healthy,Needs Update
5442,211,2022-09-01,Needs Care,Up to Date
5443,215,2022-09-01,Healthy,Up to Date
5444,237,2022-09-01,Healthy,Up to Date
5445,263,2022-09-01,Healthy,Up to Date
5446,385,2022-09-01,Healthy,Up to Date
5447,397,2022-09-01,Healthy,Up to Date
5448,426,2022-09-01,Needs Care,Needs Update
5449,438,2022-09-01,Special Attention,Up to Date
5450,451,2022-09-01,Healthy,Up to Date
5451,531,2022-09-01,Healthy,Up to Date
5452,603,2022-09-01,Healthy,Up to Date
5453,608,2022-09-01,Healthy,Up to Date
5454,648,2022-09-01,Healthy,Up to Date
5455,652,2022-09-01,Healthy,Up to Date
5456,668,2022-09-01,Healthy,Up to Date
5457,721,2022-09-01,Healthy,Up to Date
5458,847,2022-09-01,Healthy,Up to Date
5459,873,2022-09-01,Healthy,Needs Update
5460,874,2022-09-01,Healthy,Up to Date
5461,931,2022-09-01,Healthy,Up to Date
5462,937,2022-09-01,Healthy,Needs Update
5463,1071,2022-09-01,Healthy,Up to Date
5464,1084,2022-09-01,Healthy,Up to Date
5465,1088,2022-09-01,Healthy,Up to Date
5466,1107,2022-09-01,Healthy,Up to Date
5467,1115,2022-09-01,Healthy,Up to Date
5468,1216,2022-09-01,Healthy,Up to Date
5469,1240,2022-09-01,Healthy,Up to Date
5470,1256,2022-09-01,Healthy,Up to Date
5471,1272,2022-09-01,Needs Care,Up to Date
5472,1280,2022-09-01,Healthy,Up to Date
5473,1285,2022-09-01,Needs Care,Needs Update
5474,1305,2022-09-01,Healthy,Up to Date
5475,1329,2022-09-01,Healthy,Up to Date
5476,1378,2022-09-01,Healthy,Up to Date
5477,1391,2022-09-01,Healthy,Up to Date
5478,1478,2022-09-01,Healthy,Needs Update
5479,1484,2022-09-01,Healthy,Up to Date
5480,1501,2022-09-01,Healthy,Up to Date
5481,1508,2022-09-01,Healthy,Up to Date
5482,1549,2022-09-01,Healthy,Needs Update
5483,1594,2022-09-01,Healthy,Needs Update
5484,1740,2022-09-01,Healthy,Up to Date
5485,1764,2022-09-01,Healthy,Up to Date
5486,1765,2022-09-01,Healthy,Up to Date
5487,1786,2022-09-01,Needs Care,Up to Date
5488,1789,2022-09-01,Healthy,Up to Date
5489,1813,2022-09-01,Needs Care,Up to Date
5490,1820,2022-09-01,Healthy,Up to Date
5491,1836,2022-09-01,Needs Care,Needs Update
5492,1891,2022-09-01,Needs Care,Up to Date
5493,1955,2022-09-01,Healthy,Up to Date
5494,1990,2022-09-01,Healthy,Up to Date
5495,297,2022-09-02,Healthy,Up to Date
5496,672,2022-09-02,Healthy,Up to Date
5497,1586,2022-09-02,Needs Care,Up to Date
5498,1903,2022-09-02,Healthy,Up to Date
5499,1932,2022-09-02,Healthy,Up to Date
5500,432,2022-09-03,Healthy,Up to Date
5501,1160,2022-09-03,Healthy,Up to Date
5502,1718,2022-09-03,Healthy,Up to Date
5503,1880,2022-09-03,Needs Care,Up to Date
5504,671,2022-09-04,Under Observation,Up to Date
5505,930,2022-09-04,Needs Care,Up to Date
5506,1485,2022-09-04,Needs Care,Up to Date
5507,193,2022-09-05,Needs Care,Up to Date
5508,1182,2022-09-05,Special Attention,Up to Date
5509,1394,2022-09-05,Needs Care,Up to Date
5510,1758,2022-09-05,Needs Care,Up to Date
5511,864,2022-09-06,Healthy,Up to Date
5512,1144,2022-09-06,Needs Care,Up to Date
5513,705,2022-09-07,Needs Care,Up to Date
5514,924,2022-09-07,Healthy,Up to Date
5515,1378,2022-09-07,Needs Care,Up to Date
5516,180,2022-09-08,Healthy,Up to Date
5517,894,2022-09-08,Needs Care,Up to Date
5518,1075,2022-09-08,Needs Care,Up to Date
5519,1398,2022-09-08,Needs Care,Needs Update
5520,665,2022-09-09,Healthy,Up to Date
5521,963,2022-09-09,Healthy,Up to Date
5522,1171,2022-09-09,Healthy,Up to Date
5523,1291,2022-09-09,Healthy,Up to Date
5524,35,2022-09-10,Healthy,Up to Date
5525,278,2022-09-10,Needs Care,Up to Date
5526,485,2022-09-10,Healthy,Up to Date
5527,1687,2022-09-10,Needs Care,Up to Date
5528,496,2022-09-11,Under Observation,Up to Date
5529,1814,2022-09-11,Healthy,Up to Date
5530,56,2022-09-12,Needs Care,Up to Date
5531,399,2022-09-13,Healthy,Up to Date
5532,655,2022-09-13,Healthy,Up to Date
5533,1069,2022-09-13,Healthy,Up to Date
5534,1207,2022-09-13,Needs Care,Up to Date
5535,1683,2022-09-13,Healthy,Up to Date
5536,1931,2022-09-13,Healthy,Up to Date
5537,53,2022-09-14,Needs Care,Up to Date
5538,310,2022-09-14,Healthy,Up to Date
5539,396,2022-09-14,Needs Care,Up to Date
5540,644,2022-09-14,Healthy,Up to Date
5541,944,2022-09-14,Healthy,Up to Date
5542,1811,2022-09-14,Healthy,Needs Update
5543,1953,2022-09-14,Healthy,Needs Update
5544,597,2022-09-15,Healthy,Up to Date
5545,716,2022-09-15,Healthy,Up to Date
5546,1199,2022-09-15,Healthy,Up to Date
5547,124,2022-09-16,Healthy,Up to Date
5548,454,2022-09-16,Needs Care,Up to Date
5549,798,2022-09-16,Needs Care,Up to Date
5550,1156,2022-09-16,Healthy,Up to Date
5551,1986,2022-09-16,Healthy,Up to Date
5552,1671,2022-09-17,Healthy,Up to Date
5553,841,2022-09-18,Healthy,Up to Date
5554,1254,2022-09-18,Needs Care,Up to Date
5555,1653,2022-09-18,Special Attention,Up to Date
5556,407,2022-09-19,Healthy,Up to Date
5557,1530,2022-09-19,Healthy,Up to Date
5558,254,2022-09-20,Needs Care,Up to Date
5559,323,2022-09-20,Healthy,Up to Date
5560,1195,2022-09-20,Healthy,Up to Date
5561,1975,2022-09-20,Healthy,Up to Date
5562,52,2022-09-21,Healthy,Up to Date
5563,201,2022-09-21,Healthy,Up to Date
5564,884,2022-09-21,Healthy,Up to Date
5565,560,2022-09-22,Needs Care,Up to Date
5566,678,2022-09-22,Healthy,Up to Date
5567,1214,2022-09-22,Special Attention,Up to Date
5568,98,2022-09-23,Special Attention,Up to Date
5569,720,2022-09-23,Healthy,Up to Date
5570,94,2022-09-24,Needs Care,Up to Date
5571,247,2022-09-24,Healthy,Up to Date
5572,655,2022-09-24,Needs Care,Up to Date
5573,859,2022-09-24,Needs Care,Up to Date
5574,902,2022-09-24,Needs Care,Up to Date
5575,972,2022-09-24,Healthy,Up to Date
5576,1904,2022-09-24,Healthy,Up to Date
5577,946,2022-09-25,Needs Care,Up to Date
5578,137,2022-09-26,Healthy,Up to Date
5579,330,2022-09-26,Healthy,Up to Date
5580,706,2022-09-26,Needs Care,Up to Date
5581,724,2022-09-26,Needs Care,Up to Date
5582,1728,2022-09-26,Healthy,Up to Date
5583,1896,2022-09-27,Healthy,Up to Date
5584,1997,2022-09-27,Needs Care,Up to Date
5585,430,2022-09-28,Healthy,Up to Date
5586,879,2022-09-28,Healthy,Up to Date
5587,921,2022-09-28,Needs Care,Up to Date
5588,681,2022-09-29,Healthy,Up to Date
5589,1009,2022-09-29,Special Attention,Up to Date
5590,437,2022-09-30,Needs Care,Up to Date
5591,728,2022-09-30,Healthy,Up to Date
5592,1466,2022-09-30,Needs Care,Up to Date
5593,1537,2022-09-30,Healthy,Up to Date
5594,1874,2022-09-30,Healthy,Up to Date
5595,1881,2022-09-30,Healthy,Up to Date
5596,1954,2022-09-30,Healthy,Up to Date
5597,31,2022-10-01,Healthy,Up to Date
5598,83,2022-10-01,Healthy,Up to Date
5599,93,2022-10-01,Healthy,Up to Date
5600,107,2022-10-01,Healthy,Up to Date
5601,140,2022-10-01,Healthy,Up to Date
5602,202,2022-10-01,Healthy,Up to Date
5603,207,2022-10-01,Needs Care,Up to Date
5604,220,2022-10-01,Healthy,Up to Date
5605,225,2022-10-01,Healthy,Up to Date
5606,274,2022-10-01,Healthy,Up to Date
5607,333,2022-10-01,Healthy,Up to Date
5608,363,2022-10-01,Needs Care,Up to Date
5609,372,2022-10-01,Needs Care,Up to Date
5610,373,2022-10-01,Needs Care,Up to Date
5611,381,2022-10-01,Healthy,Up to Date
5612,387,2022-10-01,Healthy,Up to Date
5613,402,2022-10-01,Healthy,Up to Date
5614,431,2022-10-01,Healthy,Up to Date
5615,465,2022-10-01,Healthy,Up to Date
5616,475,2022-10-01,Healthy,Up to Date
5617,484,2022-10-01,Healthy,Up to Date
5618,507,2022-10-01,Needs Care,Up to Date
5619,541,2022-10-01,Healthy,Up to Date
5620,553,2022-10-01,Healthy,Up to Date
5621,631,2022-10-01,Healthy,Needs Update
5622,636,2022-10-01,Healthy,Needs Update
5623,690,2022-10-01,Healthy,Up to Date
5624,708,2022-10-01,Healthy,Up to Date
5625,709,2022-10-01,Healthy,Up to Date
5626,712,2022-10-01,Needs Care,Up to Date
5627,750,2022-10-01,Needs Care,Up to Date
5628,795,2022-10-01,Healthy,Up to Date
5629,823,2022-10-01,Healthy,Up to Date
5630,891,2022-10-01,Needs Care,Up to Date
5631,899,2022-10-01,Healthy,Up to Date
5632,952,2022-10-01,Healthy,Up to Date
5633,970,2022-10-01,Healthy,Up to Date
5634,992,2022-10-01,Healthy,Up to Date
5635,1008,2022-10-01,Healthy,Up to Date
5636,1014,2022-10-01,Healthy,Up to Date
5637,1026,2022-10-01,Healthy,Up to Date
5638,1040,2022-10-01,Needs Care,Up to Date
5639,1046,2022-10-01,Under Observation,Up to Date
5640,1105,2022-10-01,Healthy,Needs Update
5641,1130,2022-10-01,Healthy,Up to Date
5642,1140,2022-10-01,Healthy,Up to Date
5643,1141,2022-10-01,Healthy,Needs Update
5644,1163,2022-10-01,Needs Care,Up to Date
5645,1203,2022-10-01,Healthy,Up to Date
5646,1251,2022-10-01,Healthy,Up to Date
5647,1275,2022-10-01,Healthy,Up to Date
5648,1345,2022-10-01,Healthy,Up to Date
5649,1357,2022-10-01,Needs Care,Up to Date
5650,1400,2022-10-01,Needs Care,Up to Date
5651,1407,2022-10-01,Needs Care,Up to Date
5652,1489,2022-10-01,Healthy,Up to Date
5653,1495,2022-10-01,Needs Care,Up to Date
5654,1511,2022-10-01,Healthy,Up to Date
5655,1548,2022-10-01,Healthy,Up to Date
5656,1550,2022-10-01,Healthy,Up to Date
5657,1551,2022-10-01,Healthy,Up to Date
5658,1598,2022-10-01,Healthy,Up to Date
5659,1604,2022-10-01,Healthy,Up to Date
5660,1605,2022-10-01,Healthy,Up to Date
5661,1622,2022-10-01,Healthy,Up to Date
5662,1625,2022-10-01,Healthy,Up to Date
5663,1633,2022-10-01,Healthy,Up to Date
5664,1660,2022-10-01,Healthy,Up to Date
5665,1664,2022-10-01,Needs Care,Up to Date
5666,1694,2022-10-01,Healthy,Up to Date
5667,1698,2022-10-01,Healthy,Up to Date
5668,1733,2022-10-01,Healthy,Up to Date
5669,1772,2022-10-01,Special Attention,Up to Date
5670,1838,2022-10-01,Needs Care,Up to Date
5671,1841,2022-10-01,Needs Care,Needs Update
5672,1842,2022-10-01,Needs Care,Needs Update
5673,1901,2022-10-01,Healthy,Needs Update
5674,1915,2022-10-01,Healthy,Up to Date
5675,1935,2022-10-01,Needs Care,Up to Date
5676,1966,2022-10-01,Healthy,Needs Update
5677,1991,2022-10-01,Healthy,Up to Date
5678,228,2022-10-02,Needs Care,Up to Date
5679,965,2022-10-03,Healthy,Up to Date
5680,1167,2022-10-03,Under Observation,Up to Date
5681,1869,2022-10-03,Special Attention,Up to Date
5682,579,2022-10-04,Healthy,Up to Date
5683,1587,2022-10-04,Needs Care,Up to Date
5684,162,2022-10-05,Healthy,Up to Date
5685,184,2022-10-05,Needs Care,Up to Date
5686,514,2022-10-05,Healthy,Up to Date
5687,850,2022-10-05,Healthy,Up to Date
5688,1148,2022-10-05,Healthy,Up to Date
5689,1628,2022-10-05,Needs Care,Up to Date
5690,143,2022-10-06,Healthy,Up to Date
5691,212,2022-10-06,Healthy,Up to Date
5692,734,2022-10-06,Healthy,Up to Date
5693,806,2022-10-06,Healthy,Up to Date
5694,1072,2022-10-06,Needs Care,Up to Date
5695,1348,2022-10-06,Healthy,Up to Date
5696,891,2022-10-07,Healthy,Up to Date
5697,1567,2022-10-07,Healthy,Up to Date
5698,395,2022-10-08,Healthy,Up to Date
5699,620,2022-10-08,Healthy,Up to Date
5700,961,2022-10-08,Healthy,Up to Date
5701,1196,2022-10-08,Needs Care,Up to Date
5702,15,2022-10-09,Healthy,Up to Date
5703,191,2022-10-09,Needs Care,Up to Date
5704,222,2022-10-09,Under Observation,Up to Date
5705,505,2022-10-09,Healthy,Up to Date
5706,549,2022-10-09,Healthy,Up to Date
5707,679,2022-10-09,Healthy,Up to Date
5708,754,2022-10-09,Needs Care,Up to Date
5709,771,2022-10-09,Healthy,Up to Date
5710,1365,2022-10-09,Healthy,Up to Date
5711,1578,2022-10-09,Special Attention,Up to Date
5712,1701,2022-10-09,Healthy,Up to Date
5713,1841,2022-10-09,Needs Care,Up to Date
5714,1552,2022-10-10,Healthy,Up to Date
5715,1972,2022-10-10,Needs Care,Up to Date
5716,211,2022-10-11,Healthy,Up to Date
5717,253,2022-10-11,Healthy,Up to Date
5718,1062,2022-10-11,Healthy,Up to Date
5719,1787,2022-10-11,Special Attention,Up to Date
5720,318,2022-10-12,Healthy,Up to Date
5721,516,2022-10-12,Needs Care,Up to Date
5722,784,2022-10-12,Needs Care,Up to Date
5723,796,2022-10-12,Healthy,Up to Date
5724,1264,2022-10-12,Needs Care,Up to Date
5725,1421,2022-10-12,Needs Care,Up to Date
5726,1503,2022-10-12,Healthy,Up to Date
5727,1126,2022-10-13,Healthy,Needs Update
5728,1670,2022-10-13,Healthy,Up to Date
5729,1909,2022-10-13,Healthy,Up to Date
5730,1078,2022-10-14,Healthy,Up to Date
5731,1377,2022-10-14,Healthy,Up to Date
5732,1739,2022-10-14,Healthy,Up to Date
5733,163,2022-10-15,Healthy,Up to Date
5734,230,2022-10-15,Healthy,Up to Date
5735,704,2022-10-15,Special Attention,Needs Update
5736,1148,2022-10-15,Special Attention,Up to Date
5737,1338,2022-10-15,Healthy,Needs Update
5738,12,2022-10-16,Healthy,Up to Date
5739,84,2022-10-16,Healthy,Up to Date
5740,1268,2022-10-16,Needs Care,Up to Date
5741,1393,2022-10-16,Healthy,Needs Update
5742,1868,2022-10-16,Needs Care,Up to Date
5743,250,2022-10-17,Healthy,Up to Date
5744,1158,2022-10-17,Healthy,Up to Date
5745,1168,2022-10-17,Special Attention,Up to Date
5746,1275,2022-10-17,Healthy,Up to Date
5747,1745,2022-10-17,Healthy,Up to Date
5748,1152,2022-10-18,Healthy,Up to Date
5749,1585,2022-10-18,Healthy,Up to Date
5750,1926,2022-10-18,Special Attention,Up to Date
5751,530,2022-10-19,Healthy,Up to Date
5752,916,2022-10-19,Healthy,Up to Date
5753,1472,2022-10-19,Healthy,Up to Date
5754,157,2022-10-20,Needs Care,Up to Date
